,Date,Type,Team,Conf.,Opp.,Venue,Win,Points_For,Points_Against,Point_Differential,Season,Opp_Conf
39979,2023-12-22,N,Robert Morris,Horz,Cornell,Home,False,90,85,5,2023-24,Ivy
770,2013-11-16,N,N.C. State,ACC,Campbell,Home,True,81,66,15,2013-14,BSth
776,2013-11-16,N,Eastern Kentucky,OVC,High Point,Home,True,74,67,7,2013-14,BSth
828,2013-11-16,N,Liberty,BSth,Western Carolina,Home,False,68,63,5,2013-14,SC
829,2013-11-16,N,Coastal Carolina,BSth,Mississippi,Home,False,72,70,2,2013-14,SEC
39917,2023-12-21,N,Cal Poly,BW,Nebraska Omaha,Home,True,66,53,13,2023-24,Sum
869,2013-11-17,N,Pacific,WCC,Western Illinois,Home,True,66,52,14,2013-14,Sum
870,2013-11-17,N,Kentucky,SEC,Robert Morris,Home,True,87,49,38,2013-14,NEC
871,2013-11-17,N,Nebraska,B10,South Carolina St.,Home,True,83,57,26,2013-14,MEAC
872,2013-11-17,N,Indiana,B10,Stony Brook,Home,True,90,74,16,2013-14,AE
873,2013-11-17,N,Maryland,ACC,Oregon St.,Home,False,90,83,7,2013-14,P12
875,2013-11-17,N,Ohio,MAC,Valparaiso,Home,True,76,72,4,2013-14,Horz
39878,2023-12-21,N,Tennessee,SEC,Tarleton St.,Home,True,65,46,19,2023-24,WAC
877,2013-11-17,N,Clemson,ACC,South Carolina,Home,True,71,57,14,2013-14,SEC
39874,2023-12-21,N,Harvard,Ivy,Holy Cross,Home,True,74,72,2,2023-24,Pat
879,2013-11-17,N,North Carolina,ACC,Belmont,Home,False,83,80,3,2013-14,OVC
880,2013-11-17,N,Purdue,B10,Rider,Home,True,81,77,4,2013-14,MAAC
39873,2023-12-21,N,Pepperdine,WCC,William & Mary,Home,True,71,59,12,2023-24,CAA
882,2013-11-17,N,Western Michigan,MAC,Alabama A&M,Home,True,73,69,4,2013-14,SWAC
39867,2023-12-21,N,Eastern Michigan,MAC,Hampton,Home,True,72,69,3,2023-24,CAA
884,2013-11-17,N,Villanova,BE,Towson,Home,True,78,44,34,2013-14,CAA
39866,2023-12-21,N,Arkansas,SEC,Abilene Christian,Home,True,83,73,10,2023-24,WAC
886,2013-11-17,N,UCF,Amer,Bethune Cookman,Home,True,83,63,20,2013-14,MEAC
900,2013-11-17,N,Florida St.,ACC,Tennessee Martin,Home,True,89,61,28,2013-14,OVC
39853,2023-12-21,N,Youngstown St.,Horz,Navy,Home,True,75,65,10,2023-24,Pat
898,2013-11-17,N,Air Force,MWC,Arkansas Pine Bluff,Home,True,67,64,3,2013-14,SWAC
39855,2023-12-21,N,Illinois St.,MVC,Southeast Missouri S,Home,True,85,64,21,2023-24,OVC
896,2013-11-17,N,Massachusetts,A10,Youngstown St.,Home,True,85,69,16,2013-14,Horz
39857,2023-12-21,N,San Diego St.,MWC,Stanford,Home,True,74,60,14,2023-24,P12
868,2013-11-17,N,Houston,Amer,Lehigh,Home,True,80,66,14,2013-14,Pat
39858,2023-12-21,N,UTEP,CUSA,Wyoming,Home,True,78,67,11,2023-24,MWC
39859,2023-12-21,N,Texas Tech,B12,UT Arlington,Home,True,77,66,11,2023-24,WAC
891,2013-11-17,N,Iowa St.,B12,Michigan,Home,True,77,70,7,2013-14,B10
890,2013-11-17,N,Washington,P12,Eastern Washington,Home,True,92,80,12,2013-14,BSky
39864,2023-12-21,N,Syracuse,ACC,Niagara,Home,True,83,71,12,2023-24,MAAC
888,2013-11-17,N,Northern Illinois,MAC,Milwaukee,Home,False,82,69,13,2013-14,Horz
39865,2023-12-21,N,Coastal Carolina,SB,North Carolina A&T,Home,False,85,82,3,2023-24,CAA
893,2013-11-17,N,Morehead St.,OVC,Marshall,Home,True,102,94,8,2013-14,CUSA
39705,2023-12-19,N,Binghamton,AE,Niagara,Home,True,74,69,5,2023-24,MAAC
39882,2023-12-21,N,Davidson,A10,USC Upstate,Home,True,62,59,3,2023-24,BSth
865,2013-11-17,N,Kansas St.,B12,Long Beach St.,Home,True,71,58,13,2013-14,BW
39915,2023-12-21,N,UCF,B12,Florida A&M,Home,True,69,56,13,2023-24,SWAC
832,2013-11-16,N,Tulane,CUSA,Loyola Chicago,Home,True,65,59,6,2013-14,MVC
833,2013-11-16,N,IU Indy,Sum,Southeast Missouri S,Home,False,76,68,8,2013-14,OVC
39914,2023-12-21,N,Central Michigan,MAC,Detroit Mercy,Home,True,75,63,12,2023-24,Horz
39910,2023-12-21,N,Ohio St.,B10,New Orleans,Home,True,78,36,42,2023-24,Slnd
836,2013-11-16,N,Northern Kentucky,ASun,San Diego,Home,False,75,44,31,2013-14,WCC
838,2013-11-16,N,Western Kentucky,SB,East Tennessee St.,Home,True,57,50,7,2013-14,ASun
39907,2023-12-21,N,Sacred Heart,NEC,Dartmouth,Home,True,67,57,10,2023-24,Ivy
840,2013-11-16,N,Marquette,BE,Ohio St.,Home,False,52,35,17,2013-14,B10
841,2013-11-16,N,Binghamton,AE,Navy,Home,False,68,50,18,2013-14,Pat
39906,2023-12-21,N,Monmouth,CAA,Manhattan,Home,True,77,71,6,2023-24,MAAC
843,2013-11-17,N,Pittsburgh,ACC,Howard,Home,True,84,52,32,2013-14,MEAC
844,2013-11-17,N,New Mexico,MWC,Charleston Southern,Home,True,109,93,16,2013-14,BSth
39902,2023-12-21,N,Wichita St.,Amer,Kansas St.,Home,False,69,60,9,2023-24,B12
846,2013-11-17,N,Connecticut,Amer,Boston University,Home,True,77,60,17,2013-14,Pat
39901,2023-12-21,N,Hawaii,BW,Portland,Home,True,69,56,13,2023-24,WCC
848,2013-11-17,N,Gonzaga,WCC,Oakland,Home,True,82,67,15,2013-14,Horz
39886,2023-12-21,N,Louisville,ACC,Kentucky,Home,False,95,76,19,2023-24,SEC
39887,2023-12-21,N,Penn St.,B10,Le Moyne,Home,True,72,55,17,2023-24,NEC
861,2013-11-17,N,Loyola Marymount,WCC,Northern Arizona,Home,True,90,78,12,2013-14,BSky
860,2013-11-17,N,Texas A&M Corpus Chr,Slnd,UT Rio Grande Valley,Home,True,72,61,11,2013-14,WAC
39889,2023-12-21,N,South Alabama,SB,Alabama A&M,Home,True,83,67,16,2023-24,SWAC
39890,2023-12-21,N,George Washington,A10,Alcorn St.,Home,True,79,75,4,2023-24,SWAC
39883,2023-12-21,N,Bradley,MVC,SIU Edwardsville,Home,True,75,64,11,2023-24,OVC
857,2013-11-17,N,Iowa,B10,Abilene Christian,Home,True,103,41,62,2013-14,Slnd
855,2013-11-17,N,Baylor,B12,Louisiana,Home,True,87,68,19,2013-14,SB
854,2013-11-17,N,Kent St.,MAC,Saint Peter's,Home,True,75,58,17,2013-14,MAAC
852,2013-11-17,N,Boston College,ACC,Florida Atlantic,Home,True,82,79,3,2013-14,CUSA
851,2013-11-17,N,West Virginia,B12,Duquesne,Home,True,96,83,13,2013-14,A10
850,2013-11-17,N,Illinois,B10,Bradley,Home,True,81,55,26,2013-14,MVC
39900,2023-12-21,N,Northern Illinois,MAC,Northern Iowa,Home,False,76,63,13,2023-24,MVC
39891,2023-12-21,N,Houston,B12,Texas St.,Home,True,72,37,35,2023-24,SB
1057,2013-11-19,N,TCU,B12,Abilene Christian,Home,True,71,64,7,2013-14,Slnd
39700,2023-12-19,N,Cincinnati,B12,Merrimack,Home,True,65,49,16,2023-24,NEC
39698,2023-12-19,N,James Madison,SB,Coppin St.,Home,True,87,48,39,2023-24,MEAC
1277,2013-11-22,N,South Alabama,SB,Southern Miss,Home,False,66,59,7,2013-14,CUSA
39471,2023-12-16,N,Le Moyne,NEC,Dartmouth,Home,True,80,54,26,2023-24,Ivy
1279,2013-11-22,N,Nevada,MWC,Chattanooga,Home,True,83,81,2,2013-14,SC
39470,2023-12-16,N,UC Riverside,BW,Cal Baptist,Home,False,70,69,1,2023-24,WAC
1282,2013-11-22,N,Detroit Mercy,Horz,Florida Atlantic,Home,True,77,44,33,2013-14,CUSA
39464,2023-12-16,N,Utah,P12,Utah Valley,Home,True,76,62,14,2023-24,WAC
39458,2023-12-16,N,Indiana,B10,Kansas,Home,False,75,71,4,2023-24,B12
1289,2013-11-22,N,Iowa,B10,Penn,Home,True,86,55,31,2013-14,Ivy
1290,2013-11-22,N,Utah,P12,Lamar,Home,True,84,57,27,2013-14,Slnd
1291,2013-11-22,N,North Carolina Centr,MEAC,Appalachian St.,Home,True,76,70,6,2013-14,SC
1292,2013-11-22,N,Wyoming,MWC,South Dakota,Home,True,70,53,17,2013-14,Sum
39457,2023-12-16,N,Xavier,BE,Winthrop,Home,True,75,59,16,2023-24,BSth
39455,2023-12-16,N,Tulsa,Amer,Missouri St.,Home,True,73,72,1,2023-24,MVC
39450,2023-12-16,N,Illinois Chicago,MVC,Western Michigan,Home,True,89,68,21,2023-24,MAC
39474,2023-12-16,N,Purdue Fort Wayne,Horz,Bethune Cookman,Home,True,86,63,23,2023-24,SWAC
39448,2023-12-16,N,Pittsburgh,ACC,South Carolina St.,Home,True,86,50,36,2023-24,MEAC
39443,2023-12-16,N,Memphis,Amer,Clemson,Home,True,79,77,2,2023-24,ACC
1303,2013-11-22,N,Portland St.,BSky,Loyola Chicago,Home,True,67,63,4,2013-14,MVC
39442,2023-12-16,N,Mercer,SC,Florida Gulf Coast,Home,True,70,65,5,2023-24,ASun
39440,2023-12-16,N,Wyoming,MWC,Weber St.,Home,False,84,71,13,2023-24,BSky
1307,2013-11-22,N,South Florida,Amer,Stetson,Home,True,72,63,9,2013-14,ASun
39437,2023-12-16,N,Georgia Southern,SB,UNC Wilmington,Home,False,82,77,5,2023-24,CAA
39435,2023-12-16,N,BYU,B12,Georgia St.,Home,True,86,54,32,2023-24,SB
39434,2023-12-16,N,Wichita St.,Amer,Southern Illinois,Home,True,69,68,1,2023-24,MVC
39432,2023-12-16,N,Monmouth,CAA,Rider,Home,True,77,71,6,2023-24,MAAC
1314,2013-11-22,N,Southern,SWAC,Little Rock,Home,False,85,82,3,2013-14,SB
39430,2023-12-16,N,Michigan,B10,Eastern Michigan,Home,True,83,66,17,2023-24,MAC
39423,2023-12-16,N,Bowling Green,MAC,UMKC,Home,True,79,69,10,2023-24,Sum
1319,2013-11-22,N,Colorado St.,MWC,Northern Colorado,Home,True,72,65,7,2013-14,BSky
1320,2013-11-22,N,St. John's,BE,Monmouth,Home,True,64,54,10,2013-14,MAAC
39447,2023-12-16,N,Hofstra,CAA,Norfolk St.,Home,True,74,58,16,2023-24,MEAC
1275,2013-11-22,N,Portland,WCC,Columbia,Home,True,69,52,17,2013-14,Ivy
39475,2023-12-16,N,Hampton,CAA,James Madison,Home,False,88,71,17,2023-24,SB
39476,2023-12-16,N,Oklahoma,B12,Green Bay,Home,True,81,47,34,2023-24,Horz
39535,2023-12-16,N,Western Kentucky,CUSA,Austin Peay,Home,True,65,64,1,2023-24,ASun
1225,2013-11-21,N,Miami FL,ACC,UCF,Home,False,63,58,5,2013-14,Amer
39533,2023-12-16,N,Tennessee Tech,OVC,North Alabama,Home,True,70,67,3,2023-24,ASun
39531,2023-12-16,N,George Mason,A10,Loyola MD,Home,True,62,54,8,2023-24,Pat
39530,2023-12-16,N,Presbyterian,BSth,Kennesaw St.,Home,False,94,84,10,2023-24,ASun
39528,2023-12-16,N,Pacific,WCC,UC Davis,Home,False,82,61,21,2023-24,BW
1233,2013-11-22,N,Tennessee,SEC,Tennessee St.,Home,True,88,67,21,2013-14,OVC
39522,2023-12-16,N,St. John's,BE,Fordham,Home,True,77,55,22,2023-24,A10
39521,2023-12-16,N,Valparaiso,MVC,Chicago St.,Home,False,63,62,1,2023-24,ind
39520,2023-12-16,N,Arkansas,SEC,Lipscomb,Home,True,69,66,3,2023-24,ASun
1238,2013-11-22,N,Kent St.,MAC,USC Upstate,Home,True,79,78,1,2013-14,ASun
1239,2013-11-22,N,Notre Dame,ACC,Santa Clara,Home,True,84,69,15,2013-14,WCC
39517,2023-12-16,N,Alabama A&M,SWAC,Chattanooga,Home,False,88,72,16,2023-24,SC
1244,2013-11-22,N,Cornell,Ivy,Siena,Home,False,71,70,1,2013-14,MAAC
39514,2023-12-16,N,Bellarmine,ASun,Evansville,Home,False,70,61,9,2023-24,MVC
1246,2013-11-22,N,Kansas,B12,Towson,Home,True,88,58,30,2013-14,CAA
1247,2013-11-22,N,Mississippi,SEC,Mississippi Valley S,Home,True,111,82,29,2013-14,SWAC
1270,2013-11-22,N,Montana,BSky,San Francisco,Home,False,75,74,1,2013-14,WCC
1268,2013-11-22,N,LSU,SEC,Southeastern Louisia,Home,True,89,66,23,2013-14,Slnd
1267,2013-11-22,N,Villanova,BE,Delaware,Home,True,84,80,4,2013-14,CAA
1266,2013-11-22,N,UC Irvine,BW,LIU,Home,True,84,64,20,2013-14,NEC
39489,2023-12-16,N,Marshall,SB,UNC Greensboro,Home,True,72,65,7,2023-24,SC
1261,2013-11-22,N,UCLA,P12,Morehead St.,Home,True,81,70,11,2013-14,OVC
1321,2013-11-22,N,Northwestern,B10,IU Indy,Home,True,63,61,2,2013-14,Sum
1260,2013-11-22,N,Illinois,B10,Chicago St.,Home,True,77,53,24,2013-14,WAC
39493,2023-12-16,N,Bucknell,Pat,Radford,Home,False,70,63,7,2023-24,BSth
1254,2013-11-22,N,Arizona St.,P12,Bradley,Home,True,70,58,12,2013-14,MVC
39499,2023-12-16,N,Providence,BE,Sacred Heart,Home,True,78,64,14,2023-24,NEC
39505,2023-12-16,N,Richmond,A10,Charlotte,Home,True,64,56,8,2023-24,Amer
39508,2023-12-16,N,Northern Arizona,BSky,Southern Utah,Home,True,76,74,2,2023-24,WAC
39511,2023-12-16,N,Murray St.,MVC,Southeastern Louisia,Home,False,61,55,6,2023-24,Slnd
39492,2023-12-16,N,Rutgers,B10,LIU,Home,True,83,61,22,2023-24,NEC
39422,2023-12-16,N,Niagara,MAAC,NJIT,Home,True,89,81,8,2023-24,AE
39421,2023-12-16,N,South Carolina,SEC,Charleston Southern,Home,True,73,69,4,2023-24,BSth
39420,2023-12-16,N,Virginia Tech,ACC,Vermont,Home,True,73,51,22,2023-24,AE
39379,2023-12-15,N,New Mexico St.,CUSA,New Mexico,Home,False,73,72,1,2023-24,MWC
39378,2023-12-15,N,UT Rio Grande Valley,WAC,Texas A&M Corpus Chr,Home,False,86,76,10,2023-24,Slnd
1375,2013-11-23,N,Virginia,ACC,Liberty,Home,True,75,53,22,2013-14,BSth
1376,2013-11-23,N,Memphis,Amer,Nicholls St.,Home,True,98,59,39,2013-14,Slnd
1377,2013-11-23,N,Eastern Michigan,MAC,UT Arlington,Home,True,74,69,5,2013-14,SB
1378,2013-11-23,N,Tulane,CUSA,Northern Kentucky,Home,False,91,86,5,2013-14,ASun
1380,2013-11-23,N,Auburn,SEC,Murray St.,Home,True,75,67,8,2013-14,OVC
39376,2023-12-15,N,Colorado,P12,Northern Colorado,Home,True,90,68,22,2023-24,BSky
1383,2013-11-23,N,Rhode Island,A10,UMass Lowell,Home,True,79,68,11,2013-14,AE
1385,2013-11-23,N,Detroit Mercy,Horz,Toledo,Home,False,80,78,2,2013-14,MAC
39369,2023-12-14,N,Drake,MVC,Grambling St.,Home,True,68,56,12,2023-24,SWAC
39365,2023-12-14,N,Wisconsin,B10,Jacksonville St.,Home,True,75,60,15,2023-24,CUSA
39364,2023-12-14,N,Tulane,Amer,Furman,Home,True,117,110,7,2023-24,SC
39363,2023-12-14,N,Charleston,CAA,The Citadel,Home,True,86,71,15,2023-24,SC
39362,2023-12-14,N,Marquette,BE,St. Thomas,Home,True,84,79,5,2023-24,Sum
1392,2013-11-23,N,Saint Louis,A10,Bowling Green,Home,True,74,47,27,2013-14,MAC
39360,2023-12-14,N,Lamar,Slnd,Louisiana Monroe,Home,True,97,73,24,2023-24,SB
39343,2023-12-13,N,Rice,Amer,Incarnate Word,Home,True,80,57,23,2023-24,Slnd
1406,2013-11-23,N,NJIT,ind,Lafayette,Home,True,91,88,3,2013-14,Pat
39344,2023-12-13,N,McNeese St.,Slnd,Southern Miss,Home,True,67,48,19,2023-24,SB
1404,2013-11-23,N,East Tennessee St.,ASun,Stephen F. Austin,Home,True,66,58,8,2013-14,Slnd
1403,2013-11-23,N,Albany,AE,Bucknell,Home,False,77,64,13,2013-14,Pat
1402,2013-11-23,N,Navy,Pat,UMBC,Home,True,73,58,15,2013-14,AE
1372,2013-11-23,N,Charleston,CAA,Furman,Home,True,89,55,34,2013-14,SC
1401,2013-11-23,N,West Virginia,B12,Presbyterian,Home,True,88,55,33,2013-14,BSth
39347,2023-12-13,N,San Francisco,WCC,Seattle,Home,True,62,59,3,2023-24,WAC
39348,2023-12-13,N,Dartmouth,Ivy,Boston University,Home,True,63,56,7,2023-24,Pat
39349,2023-12-13,N,Louisiana,SB,Eastern Kentucky,Home,True,73,62,11,2023-24,ASun
39355,2023-12-13,N,Louisville,ACC,Arkansas St.,Home,False,75,63,12,2023-24,SB
39357,2023-12-13,N,Charleston Southern,BSth,North Alabama,Home,False,76,64,12,2023-24,ASun
1394,2013-11-23,N,Drake,MVC,Nebraska Omaha,Home,True,88,80,8,2013-14,Sum
39346,2023-12-13,N,Milwaukee,Horz,Longwood,Home,False,80,67,13,2023-24,BSth
39536,2023-12-16,N,Drexel,CAA,Albany,Home,True,71,52,19,2023-24,AE
39382,2023-12-15,N,Bradley,MVC,Cleveland St.,Home,False,76,69,7,2023-24,Horz
39384,2023-12-15,N,San Diego,WCC,Portland St.,Home,True,69,65,4,2023-24,BSky
39419,2023-12-16,N,South Florida,Amer,Loyola Chicago,Home,True,77,64,13,2023-24,A10
1328,2013-11-22,N,Tennessee Martin,OVC,Jackson St.,Home,False,68,64,4,2013-14,SWAC
1330,2013-11-22,N,Longwood,BSth,Brown,Home,False,81,69,12,2013-14,Ivy
1332,2013-11-22,N,Central Michigan,MAC,Montana St.,Home,False,59,54,5,2013-14,BSky
39410,2023-12-16,N,Miami FL,ACC,La Salle,Home,True,84,77,7,2023-24,A10
39408,2023-12-16,N,Creighton,BE,Alabama,Home,True,85,82,3,2023-24,SEC
1337,2013-11-23,N,Marshall,CUSA,UNC Wilmington,Home,True,96,78,18,2013-14,CAA
1338,2013-11-23,N,Kent St.,MAC,Niagara,Home,True,102,97,5,2013-14,MAAC
39404,2023-12-16,N,VCU,A10,Temple,Home,True,87,78,9,2023-24,Amer
1342,2013-11-23,N,Mount St. Mary's,NEC,American,Home,True,68,64,4,2013-14,Pat
1343,2013-11-23,N,UTSA,CUSA,Texas A&M Corpus Chr,Home,True,87,76,11,2013-14,Slnd
39401,2023-12-16,N,Samford,SC,Belmont,Home,True,99,93,6,2023-24,MVC
1346,2013-11-23,N,Central Michigan,MAC,Cal St. Northridge,Home,True,90,76,14,2013-14,BW
1347,2013-11-23,N,Valparaiso,Horz,James Madison,Home,True,81,49,32,2013-14,CAA
1348,2013-11-23,N,Mercer,ASun,Yale,Home,True,81,54,27,2013-14,Ivy
39399,2023-12-16,N,UC Irvine,BW,South Dakota,Home,True,121,78,43,2023-24,Sum
1350,2013-11-23,N,Iona,MAAC,George Mason,Home,True,89,73,16,2013-14,A10
1368,2013-11-23,N,Colgate,Pat,Saint Francis,Home,True,81,64,17,2013-14,NEC
39386,2023-12-15,N,Fresno St.,MWC,Cal St. Bakersfield,Home,True,61,58,3,2023-24,BW
39388,2023-12-15,N,Sam Houston St.,CUSA,Texas St.,Home,False,73,60,13,2023-24,SB
39390,2023-12-15,N,Saint Francis,NEC,Mount St. Mary's,Home,False,72,65,7,2023-24,MAAC
39392,2023-12-16,N,Tulane,Amer,Southern,Home,True,105,81,24,2023-24,SWAC
1362,2013-11-23,N,Pacific,WCC,Fresno St.,Home,True,86,77,9,2013-14,MWC
1370,2013-11-23,N,Old Dominion,CUSA,Georgia Southern,Home,True,86,69,17,2013-14,SC
1359,2013-11-23,N,Creighton,BE,Tulsa,Home,True,82,72,10,2013-14,CUSA
1357,2013-11-23,N,Utah,P12,Savannah St.,Home,True,71,57,14,2013-14,MEAC
1356,2013-11-23,N,Wisconsin,B10,Oral Roberts,Home,True,76,67,9,2013-14,Slnd
1355,2013-11-23,N,San Jose St.,MWC,Cal St. Fullerton,Home,True,81,59,22,2013-14,BW
39396,2023-12-16,N,Saint Louis,A10,Louisiana Tech,Home,True,75,74,1,2023-24,CUSA
1353,2013-11-23,N,Cleveland St.,Horz,Robert Morris,Home,True,87,74,13,2013-14,NEC
1352,2013-11-23,N,Utah St.,MWC,Mississippi St.,Home,True,87,68,19,2013-14,SEC
1358,2013-11-23,N,South Alabama,SB,Wright St.,Home,True,74,70,4,2013-14,Horz
752,2013-11-16,N,Cal St. Fullerton,BW,Santa Clara,Home,True,86,73,13,2013-14,WCC
39540,2023-12-16,N,Georgia,SEC,High Point,Home,True,66,58,8,2023-24,BSth
39543,2023-12-16,N,Florida St.,ACC,SMU,Home,False,68,57,11,2023-24,Amer
1097,2013-11-20,N,Harvard,Ivy,Bryant,Home,True,86,68,18,2013-14,NEC
39659,2023-12-19,N,Memphis,Amer,Virginia,Home,True,77,54,23,2023-24,ACC
39658,2023-12-19,N,Cal St. Bakersfield,BW,South Dakota,Home,True,96,76,20,2023-24,Sum
39657,2023-12-18,N,Sacramento St.,BSky,UC San Diego,Home,False,83,52,31,2023-24,BW
39655,2023-12-18,N,Cal Poly,BW,Eastern Washington,Home,False,62,53,9,2023-24,BSky
1102,2013-11-20,N,Pepperdine,WCC,San Jose St.,Home,False,83,77,6,2013-14,MWC
39652,2023-12-18,N,Holy Cross,Pat,Quinnipiac,Home,False,77,57,20,2023-24,MAAC
1104,2013-11-20,N,Duquesne,A10,Albany,Home,True,70,59,11,2013-14,AE
1105,2013-11-20,N,Cincinnati,Amer,Campbell,Home,True,81,62,19,2013-14,BSth
1106,2013-11-20,N,BYU,WCC,Iowa St.,Home,False,90,88,2,2013-14,B12
1107,2013-11-20,N,SMU,Amer,Texas St.,Home,True,70,49,21,2013-14,SB
1108,2013-11-20,N,Princeton,Ivy,Lafayette,Home,True,81,80,1,2013-14,Pat
39647,2023-12-18,N,Jacksonville,ASun,Louisiana Monroe,Home,True,75,65,10,2023-24,SB
1110,2013-11-20,N,N.C. State,ACC,North Carolina Centr,Home,False,82,72,10,2013-14,MEAC
39660,2023-12-19,N,Wright St.,Horz,Miami OH,Home,True,92,82,10,2023-24,MAC
1111,2013-11-20,N,Maryland Eastern Sho,MEAC,Mount St. Mary's,Home,True,78,71,7,2013-14,NEC
1113,2013-11-20,N,Quinnipiac,MAAC,Hampton,Home,True,71,68,3,2013-14,MEAC
1114,2013-11-20,N,Georgia Tech,ACC,Dayton,Home,False,82,72,10,2013-14,A10
39645,2023-12-18,N,Fresno St.,MWC,Portland St.,Home,False,75,72,3,2023-24,BSky
39644,2023-12-18,N,Loyola Marymount,WCC,Detroit Mercy,Home,True,76,56,20,2023-24,Horz
1117,2013-11-20,N,Missouri St.,MVC,Grambling St.,Home,True,97,67,30,2013-14,SWAC
1118,2013-11-20,N,Colgate,Pat,Cornell,Home,True,81,58,23,2013-14,Ivy
39642,2023-12-18,N,Chicago St.,ind,UT Rio Grande Valley,Home,True,78,68,10,2023-24,WAC
39641,2023-12-18,N,Lamar,Slnd,Southern Miss,Home,False,82,79,3,2023-24,SB
39640,2023-12-18,N,Tarleton St.,WAC,Jacksonville St.,Home,False,65,62,3,2023-24,CUSA
1122,2013-11-20,N,Baylor,B12,Charleston Southern,Home,True,69,64,5,2013-14,BSth
39637,2023-12-18,N,Charleston,CAA,Coastal Carolina,Home,True,84,81,3,2023-24,SB
1124,2013-11-20,N,Texas A&M Corpus Chr,Slnd,Rice,Home,False,63,61,2,2013-14,CUSA
1125,2013-11-20,N,Fresno St.,MWC,Cal Poly,Home,True,63,46,17,2013-14,BW
1126,2013-11-20,N,Tulsa,CUSA,Wichita St.,Home,False,77,54,23,2013-14,MVC
1112,2013-11-20,N,Western Michigan,MAC,North Dakota St.,Home,False,83,74,9,2013-14,Sum
39661,2023-12-19,N,Florida St.,ACC,North Florida,Home,True,91,75,16,2023-24,ASun
1094,2013-11-20,N,Belmont,OVC,Lipscomb,Home,True,94,64,30,2013-14,ASun
39666,2023-12-19,N,Albany,AE,Sacred Heart,Home,True,93,79,14,2023-24,NEC
39697,2023-12-19,N,Stephen F. Austin,WAC,New Mexico St.,Home,True,75,72,3,2023-24,CUSA
1061,2013-11-19,N,UMass Lowell,AE,Brown,Home,False,87,76,11,2013-14,Ivy
1062,2013-11-19,N,Maine,AE,NJIT,Home,False,88,82,6,2013-14,ind
1063,2013-11-19,N,James Madison,CAA,Detroit Mercy,Home,False,71,67,4,2013-14,Horz
39696,2023-12-19,N,Indiana,B10,Morehead St.,Home,True,69,68,1,2023-24,OVC
39695,2023-12-19,N,Maryland,B10,Nicholls St.,Home,True,73,67,6,2023-24,Slnd
1066,2013-11-19,N,Army,Pat,Delaware,Home,False,89,74,15,2013-14,CAA
39694,2023-12-19,N,Drake,MVC,Alcorn St.,Home,True,92,55,37,2023-24,SWAC
39691,2023-12-19,N,Furman,SC,Presbyterian,Home,True,76,61,15,2023-24,BSth
1069,2013-11-19,N,Rutgers,Amer,Drexel,Home,False,70,59,11,2013-14,CAA
1070,2013-11-19,N,Richmond,A10,Hofstra,Home,True,74,63,11,2013-14,CAA
1071,2013-11-19,N,LSU,SEC,New Orleans,Home,True,81,54,27,2013-14,Slnd
39690,2023-12-19,N,Montana St.,BSky,Southern Utah,Home,True,89,88,1,2023-24,WAC
1073,2013-11-19,N,East Tennessee St.,ASun,Winthrop,Home,False,76,66,10,2013-14,BSth
1074,2013-11-19,N,Northern Kentucky,ASun,Morehead St.,Home,False,74,61,13,2013-14,OVC
39689,2023-12-19,N,Southern Illinois,MVC,North Dakota St.,Home,True,76,63,13,2023-24,Sum
39688,2023-12-19,N,Mississippi,SEC,Troy,Home,True,74,53,21,2023-24,SB
39669,2023-12-19,N,Indiana St.,MVC,Tennessee St.,Home,True,90,69,21,2023-24,OVC
1090,2013-11-20,N,Xavier,BE,Miami OH,Home,True,77,51,26,2013-14,MAC
39670,2023-12-19,N,Saint Mary's,WCC,Middle Tennessee,Home,True,71,34,37,2023-24,CUSA
39672,2023-12-19,N,High Point,BSth,UNC Greensboro,Home,True,74,63,11,2023-24,SC
1087,2013-11-20,N,Pittsburgh,ACC,Lehigh,Home,True,77,58,19,2013-14,Pat
1086,2013-11-20,N,Evansville,MVC,Valparaiso,Home,True,100,92,8,2013-14,Horz
1127,2013-11-20,N,Ohio St.,B10,American,Home,True,63,52,11,2013-14,Pat
39678,2023-12-19,N,Mercer,SC,Queens,Home,True,84,65,19,2023-24,ASun
39680,2023-12-19,N,Loyola Chicago,A10,Charleston Southern,Home,True,72,59,13,2023-24,BSth
39681,2023-12-19,N,South Carolina,SEC,Winthrop,Home,True,72,62,10,2023-24,BSth
1080,2013-11-19,N,Chattanooga,SC,Kennesaw St.,Home,False,73,69,4,2013-14,ASun
39682,2023-12-19,N,Tulsa,Amer,Mississippi Valley S,Home,True,79,50,29,2023-24,SWAC
39683,2023-12-19,N,Central Connecticut,NEC,Northeastern,Home,False,79,74,5,2023-24,CAA
39684,2023-12-19,N,SMU,Amer,Houston Christian,Home,True,89,53,36,2023-24,Slnd
1083,2013-11-19,N,George Mason,A10,Saint Francis,Home,True,58,46,12,2013-14,NEC
39633,2023-12-18,N,Evansville,MVC,Tennessee Martin,Home,True,98,91,7,2023-24,OVC
39632,2023-12-18,N,Little Rock,OVC,Murray St.,Home,True,80,66,14,2023-24,MVC
1130,2013-11-20,N,Illinois Chicago,Horz,Northwestern,Home,False,93,58,35,2013-14,B10
39585,2023-12-17,N,Louisville,ACC,Pepperdine,Home,True,85,63,22,2023-24,WCC
39583,2023-12-17,N,McNeese St.,Slnd,Louisiana,Home,True,74,72,2,2023-24,SB
